source_id,ra,dec,pmra,pmdec,parallax,pmra_error,pmdec_error,parallax_error,radial_velocity,phot_g_mean_mag,bp_rp,age_flame,age_flame_lower,age_flame_upper,mass_flame,teff_gspspec,mh_gspspec,alphafe_gspspec,gaiadr3_source_id,C_O,mg_fe,si_fe,fe_h,al_fe,ba_fe,rv_comp_1,teff,logg
5987457540510218752,234.56914197029144,-45.66845626398748,-2.8716788060366922,-3.4167389359761424,0.31855368364166364,0.021759331,0.015644878,0.019565098,-40.217426,13.416427,1.5775347,,,,,,,,5987457540510218752,0.6517770022457018,0.051974066,0.03815904,0.28042057,0.12872157,-0.13770741,-40.358505,4571.8257,2.4220147
5981313297722470400,238.9608283436274,-51.84954694376309,-2.3237663923861964,-6.471890104555014,0.6359477438750993,0.014541904,0.012760815,0.014856151,-42.984055,12.724492,1.9169979,,,,,4469.0,0.03,-0.09,5981313297722470400,0.6867205063108293,-0.005652122,0.06923352,0.21787721,0.13324663,-0.18486533,-42.08028,4613.335,2.4357183
5796577507239003008,216.39528798383662,-73.52048770765926,-3.8952439408581663,-4.484079302159171,0.5784277089765387,0.010969233,0.0131553095,0.0119944615,-29.874687,12.72251,1.4162636,,,,,4697.0,0.32,-0.07,5796577507239003008,0.5736734282686828,0.0336864,0.032668777,0.13929127,0.08658019,-0.025765087,-29.85232,4675.5005,2.7417943
5821895175535903232,244.47683332220794,-66.15902516848793,-5.064407645355945,-8.156334405079814,0.86265978117445,0.00839221,0.012900532,0.013929997,-24.429073,11.099139,1.3714075,,,,,4486.0,0.03,-0.08,5821895175535903232,0.6132594351371434,-0.00397601,0.05679472,0.209885,0.057946265,-0.089411505,-24.22709,4594.307,2.4283092
6023604294501677056,247.77816740796297,-35.17689101401261,-3.961723729575713,-6.487815745744335,0.6306971254335674,0.020205406,0.014860467,0.01464003,-40.90503,12.706051,2.042241,,,,,4388.0,0.24,-0.09,6023604294501677056,0.660721626560977,0.03622538,0.06682354,0.26016724,0.043407872,-0.15961388,-40.099804,4490.188,2.3670523
5902283528670778496,227.51022337774253,-49.75869578504484,-7.4700397827087475,-5.101567392186926,0.6945089215220746,0.019829618,0.018809112,0.017093042,-43.866375,11.880756,1.5404034,,,,,4610.0,0.15,-0.08,5902283528670778496,0.5790187580126307,0.061787866,0.05726016,0.14437509,0.10382891,-0.044253483,-43.757664,4641.4253,2.4371402
5887678883189477888,226.3151672654213,-54.15448636453211,-5.055267101302986,-2.828199202278626,0.6248911820404638,0.012442257,0.014030356,0.013203178,-32.750805,12.410529,1.6863422,,,,,4667.0,0.12,-0.13,5887678883189477888,0.5834353086545027,0.05237914,0.049286712,0.14080067,0.09691793,0.02473563,-32.578445,4756.1855,2.5038564
5974162039742253952,261.5454761643152,-37.34698962144556,-4.226722625188824,-8.24190748321649,0.7006952656555978,0.02837312,0.019820135,0.02149908,-38.136795,12.941442,1.9699297,0.45487565,0.40941796,0.5206357,2.8019779,4910.0,0.43,-0.15,5974162039742253952,0.6338941149990969,-0.023319937,0.029473443,0.22187287,0.13739914,-0.055000033,-39.05268,4877.913,2.756811
6760292340841647872,283.44114595709306,-31.283364532802995,-4.335090426763345,-5.563361237534817,0.8164976755451523,0.022217363,0.016570458,0.020842975,-35.65413,11.369431,1.392971,0.45498717,0.40953973,0.5659625,2.802187,4605.0,0.15,-0.13,6760292340841647872,0.597524364209184,0.05353617,0.07078855,0.14171946,0.11029738,0.0008509755,-35.062244,4648.5537,2.4554586
6076322647238243840,185.3500432933078,-53.868994879390335,-5.820026183712678,-2.8761028805719953,0.7035335542724382,0.009855544,0.010820054,0.013704948,-28.642761,11.994175,1.4632607,,,,,4496.0,0.03,-0.12,6076322647238243840,0.7262231308315714,0.0034078583,0.038428467,0.15041882,0.04629785,-0.037258,-28.250353,4593.0728,2.5528738
5938874859000266112,254.7589650114737,-48.22745866246138,-2.6022445478756575,-3.7072190710852677,0.5221178465882482,0.019678144,0.016430302,0.016201084,-46.14052,13.185555,1.7946749,0.5024104,0.4517108,0.55311,2.701875,,,,5938874859000266112,0.6000323347839621,0.036091834,0.052432444,0.14914721,0.1170603,0.14559379,-46.557312,4827.9814,2.7335145
5981627788097307648,240.0786859564084,-51.83141629749155,-4.542474438559333,-2.372681250519639,0.6494844327254566,0.015120154,0.0136592565,0.014426591,-42.202007,13.041238,2.1225777,,,,,4382.0,0.18,-0.12,5981627788097307648,0.6951072471282688,0.02057825,0.061835166,0.28713095,0.14393935,-0.22849917,-41.893406,4494.7114,2.3809261
5833799244388630656,235.1661607874195,-59.75920946531305,-2.0971903367855873,-6.0339808589549335,0.866214081432247,0.01725768,0.016252983,0.015883828,-31.289768,13.297088,1.6757402,,,,,,,,5833799244388630656,0.7004444338125174,0.025155604,0.078409046,0.2484999,0.13615015,-0.12432745,-30.574512,4615.5913,2.97002
5879142824668490880,221.98006831690068,-58.644262996336856,-4.058488918757439,-3.980083479053171,0.5941232581463108,0.0146393245,0.019007603,0.01601105,-25.504948,12.883398,1.8920956,,,,,4626.0,0.24,-0.13,5879142824668490880,0.6767815152882632,0.0064615235,0.072122544,0.2089648,0.13147485,-0.1587871,-25.557184,4683.1255,2.4793375
5993874045528636032,245.3546251823017,-40.825467586634424,-5.76445800553878,-2.7730830917257485,0.7540858484645891,0.028854305,0.016530704,0.028953983,-43.745743,12.925804,2.2258272,8.791096,3.7368479,10.614809,1.092103,4501.0,0.29,-0.09,5993874045528636032,0.6022858089494566,0.03263112,0.0907789,0.25778136,0.072256446,-0.3278132,-43.162117,4484.156,2.3747365
5960886566394395648,263.2523524158912,-40.2355653235743,-3.5348442991531153,-4.145920806069102,0.555964832346876,0.019879522,0.014104212,0.017293038,-37.607132,13.154118,1.9692459,0.5018618,0.45123333,0.5524901,2.7031431,4884.0,0.34,-0.22,5960886566394395648,0.6360978277064131,0.008588307,0.07693511,0.22379354,0.12178588,-0.1919573,-37.73215,4752.025,2.5945067
5999313058989560704,230.45474629512734,-45.64922758726986,-2.505176574319,-6.340184252238421,0.3535378618362797,0.02413592,0.020017458,0.023267558,-36.973415,12.989452,1.5695591,0.3454687,0.31198803,0.3789494,3.1026683,4606.0,0.3,-0.05,5999313058989560704,0.6783598265300113,-0.018210381,0.076325566,0.15812527,0.12038317,-0.09034891,-36.181065,4569.703,2.3878396
5893921433512195456,222.51011801695088,-54.00466289246603,-6.108693033904883,-4.506338964870071,0.7706048240037339,0.011099777,0.013463718,0.0129297385,-20.824266,11.947898,1.7426376,,,,,4428.0,0.07,-0.11,5893921433512195456,0.6365490765634485,0.015151389,0.058801,0.22518957,0.12060976,-0.08291924,-20.432337,4579.447,2.422471
6064209190214477440,205.15378783285786,-56.415000979515355,-5.613181168115759,-3.961439239417036,0.40262217360517144,0.007465335,0.013246752,0.011711582,-30.8104,12.551556,1.6718512,,,,,4646.0,0.3,-0.14,6064209190214477440,0.590598507940794,0.01097282,0.10794464,0.16751003,0.14667898,-0.057382114,-30.604944,4695.5654,2.4004788
4140070640501473024,254.40944720730823,-14.677411312094048,-6.928197916492266,-6.668881215045581,0.5956470267311491,0.02290341,0.016845971,0.01910447,-33.508472,12.647272,2.2127237,,,,,4015.0,0.22,-0.06,4140070640501473024,0.5840510438305481,0.030222885,0.09948358,0.20840108,0.1274684,0.12905616,-33.78312,4204.425,1.9993637
5831225906109187968,246.9938946161779,-60.45276887780041,-3.89911001123437,-7.529408709194667,0.7091031479719171,0.016875535,0.014620189,0.016323844,-32.530487,13.905,1.2431269,,,,,,,,5831225906109187968,0.6019764901298404,-0.0074509457,0.042083878,0.25814316,0.14508566,-0.2387596,-33.272865,5064.4375,3.6181257
5877435935943037824,220.89558078371914,-61.84087228477006,-7.161788783955263,-4.228600519171626,0.38769250443995046,0.01704381,0.019797383,0.019446854,-31.679485,12.60601,2.1188784,,,,4.0009,4662.0,0.18,-0.18,5877435935943037824,0.596521009913212,0.06557938,0.028647006,0.16419363,0.10979083,0.34871316,-31.593874,4786.6475,2.2248118
5927782302836001280,251.2440941713565,-56.55333597516581,-2.345777308959717,-4.9271894796329425,0.4659271497453364,0.01535034,0.012663802,0.014523077,-46.00707,12.660522,1.5331421,,,,,4497.0,0.2,-0.15,5927782302836001280,0.7073247869770484,-0.014910437,0.109392256,0.20034978,0.11373788,-0.11913029,-50.22492,4618.8765,2.4272413
2701010928506167296,327.89779948093627,8.070428317702586,-2.0669873563643297,-3.9946309728077734,0.4038029211325232,0.020005671,0.016082125,0.016405908,-19.828884,12.696862,1.3801365,,,,,4292.0,0.28,-0.07,2701010928506167296,0.6844620512153623,0.04267294,0.109722495,0.19003174,0.11173421,-0.0107751675,-19.80476,4530.1333,2.4014223
6025038676131279360,245.67587945699879,-32.63402465883939,-1.8306922590393502,-4.393675588054485,0.40917137308636875,0.020623513,0.015452646,0.017785415,-23.109505,13.201653,1.8065243,,,,,,,,6025038676131279360,0.6296342634647516,0.01620949,0.04214387,0.14176172,0.09597561,0.04210165,-23.709513,4551.9824,2.3834894
6253786607084977920,233.6022447177002,-19.829873299317665,-4.021717254240896,-4.272593429346248,0.6063567493548785,0.016775811,0.012678413,0.01686149,-34.91294,12.244437,1.4671373,,,,,4458.0,0.24,-0.1,6253786607084977920,0.6676663559297988,0.07266431,0.08452563,0.2343708,0.055345774,-0.11580525,-36.502037,4518.429,2.453812
5988301759286499328,239.6565224210137,-44.87524879973843,-5.663495710131707,-6.337044138126709,0.5522841087592565,0.014708135,0.011405633,0.013451376,-42.47521,12.702608,1.7276173,,,,,4634.0,0.12,-0.2,5988301759286499328,0.599783743813174,0.021132126,0.04088952,0.22884977,0.06973261,-0.1770715,-42.289726,4721.3403,2.527402
5938727524442199808,256.5090719213153,-48.4121739509711,-1.8461367694389814,-5.164835388713212,0.5125701863266496,0.01719044,0.0135674905,0.012923314,-36.270077,12.500621,1.7538652,,,,,4428.0,0.2,-0.09,5938727524442199808,0.623747417964433,-0.013350926,0.08252683,0.28026345,0.09321368,-0.24654806,-37.30267,4496.526,2.350203
5941502313834430848,245.81719066311874,-48.52150780623156,-3.0208367879464344,-3.653159916731818,0.4718744541932329,0.01965614,0.014121432,0.017068513,-30.638569,13.347406,1.9784384,0.3175339,0.28708407,0.3479838,3.2023716,4747.0,0.21,-0.05,5941502313834430848,0.6273848221812584,-0.016783051,0.047138516,0.17544687,0.12155685,-0.057646774,-31.140877,4764.251,2.509632
5926474944816390784,257.6425955521685,-50.16141461397746,-4.3096217711199305,-5.042155501782368,0.5998572584566005,0.016143039,0.013049716,0.012787075,-28.377125,12.512166,1.7056694,,,,,4463.0,0.09,-0.05,5926474944816390784,0.5741204299940129,0.060251974,0.08757597,0.24095964,0.12887219,-0.2736302,-28.030933,4516.536,2.3900585
5828882159619889536,242.18250348879192,-64.09067368726859,-4.016168111263522,-4.138186274806334,0.31052750472084784,0.009150698,0.011745777,0.01255145,-31.370317,13.225278,1.4083385,0.5562047,0.49955422,0.64143175,2.6037493,,,,5828882159619889536,0.6456450034720853,0.0036929771,0.09474024,0.20709279,0.1261802,-0.059725173,-31.1912,4603.3765,2.4413157
5894499634860176128,218.5274144281353,-53.906779738667865,-4.485962255686651,-3.0617886346300636,0.5606747524883486,0.011095053,0.018384578,0.014298939,-38.624657,12.871486,1.9819212,,,,,4482.0,0.26,-0.1,5894499634860176128,0.5744721965643329,0.03898283,0.11243948,0.254559,0.120888054,-0.23618484,-38.559196,4487.0796,2.3553112
5894604917415992192,218.81477720609058,-53.39335985216101,-5.388587922359547,-3.590834601572359,0.5348325721888941,0.009414951,0.016014932,0.014539581,-30.81366,13.370158,2.0584278,,,,,,,,5894604917415992192,0.6982337681652516,0.047227927,0.086618036,0.24750993,0.119016826,-0.2906595,-29.695742,4541.071,2.409329
5934337900415979392,247.04779070970537,-51.912411351950695,-6.059585134009712,-7.719821491292758,0.35524107546211586,0.0322501,0.025768617,0.030428862,-33.321682,13.625095,1.7744656,0.45516157,0.39351228,0.56581396,2.801939,,,,5934337900415979392,0.5825907895078153,0.032466665,0.056810256,0.15565708,0.1078051,0.08299797,-33.677784,4715.428,2.451155
5943005999060370944,249.1170174017372,-45.79682269209951,-2.5249211437187626,-3.7233745459432686,0.3785759236608586,0.018360764,0.014764325,0.017982433,-22.567875,13.340731,1.8441658,0.4554456,0.4099147,0.50097656,2.800476,,,,5943005999060370944,0.6000166397234471,0.02749306,0.041432004,0.16324037,0.05246812,0.07874123,-22.282114,4900.3584,2.6519156
6018974457193851776,247.63037176754108,-36.502124406567106,-3.800893109800371,-7.842487499184315,0.60692029936028,0.02336195,0.019605707,0.020761063,-38.04334,12.951769,1.9848347,,,,,4590.0,0.29,-0.13,6018974457193851776,0.6680156398176634,0.038808763,0.070644334,0.2068761,0.12853584,-0.14195709,-37.945152,4632.5596,2.4522297
5912668450334250624,265.23396454071826,-60.25278436766502,-4.652770825475547,-7.2133678809759605,0.8116567058460606,0.01900657,0.020041997,0.026841419,-26.292145,11.373401,1.3979473,,,,,4409.0,-0.04,-0.08,5912668450334250624,0.6808933842147955,-0.021946862,0.06762414,0.18935515,0.059292868,-0.16655914,-25.732338,4582.8438,2.4313648
5938061838874660096,255.90366643005106,-50.240190329309,-5.84287992137685,-5.877917813157239,0.5033467998331174,0.017077459,0.0153706195,0.014915578,-33.461308,12.884922,1.7574272,0.37690443,0.33995917,0.42866,3.0024836,4463.0,0.28,-0.15,5938061838874660096,0.7121211367863335,-0.0143033415,0.12526354,0.26421726,0.10584825,-0.1206933,-33.625984,4540.611,2.402877
5949865753355542784,263.2800691760362,-48.8991367151719,-2.6311295521481215,-4.1829487272049155,0.5608066753024006,0.015995536,0.009508752,0.013787261,-38.758774,12.147883,1.5267029,0.50176245,0.45115733,0.55236757,2.7035553,4494.0,0.2,-0.13,5949865753355542784,0.6854645263939022,0.010360919,0.103962526,0.15156853,0.10873771,-0.17826657,-42.07517,4471.7275,2.3450801
5796046584872816640,232.17794555701053,-70.2051308415499,-3.480861727027035,-4.9306713122921195,0.7326900708425106,0.00985876,0.011555881,0.01262269,-25.27449,11.694324,1.422082,,,,,4417.0,0.14,-0.09,5796046584872816640,0.6655431600586413,0.0062373355,0.09015174,0.13602409,0.060411558,-0.051532708,-25.057425,4484.796,2.4173634
6653484505686572544,273.39510097520287,-53.15668830816153,-4.397892009660874,-2.552234849200458,0.8941118298371167,0.018325688,0.01682474,0.022092476,-31.45935,11.27095,1.4644585,,,,,4450.0,0.03,-0.09,6653484505686572544,0.5841620913909609,-0.0002265051,0.05863129,0.2658616,0.036590353,-0.13028313,-31.18106,4454.2515,2.3891413
6702922465482727552,271.81082948336314,-50.97376877198725,-4.504400849779979,-6.759625942694937,0.7549833333750265,0.014718023,0.012494412,0.01686097,-41.54497,11.560364,1.3721104,,,,,4532.0,-0.0,-0.09,6702922465482727552,0.5820821673403134,0.0684301,0.093575746,0.13884112,0.057103947,-0.08770465,-40.981968,4622.9395,2.4508386
5309603502355995008,145.7566605364683,-52.757117649567526,-5.87216732041664,-6.773564904325997,0.8539233015551143,0.01130531,0.010492019,0.01124233,-16.687939,11.7634115,1.670044,,,,,4413.0,0.22,-0.1,5309603502355995008,0.6411376092868942,0.06938959,0.093312785,0.28041396,0.056885585,-0.02585702,-16.426022,4433.9795,2.387028
