pl_name,hostname,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,gaia_dr3_id
Kepler-102 e,Kepler-102,0.1129,,,Gaia DR3 2119583201145735808
Kepler-102 e,Kepler-102,0.1162,,,Gaia DR3 2119583201145735808
Kepler-102 e,Kepler-102,0.1162,0.001,-0.001,Gaia DR3 2119583201145735808
Kepler-102 e,Kepler-102,0.1129,,,Gaia DR3 2119583201145735808
Kepler-102 e,Kepler-102,0.1129,,,Gaia DR3 2119583201145735808
Kepler-102 e,Kepler-102,0.11627,0.00073,-0.00073,Gaia DR3 2119583201145735808
Kepler-102 e,Kepler-102,0.116,,,Gaia DR3 2119583201145735808
Kepler-860 b,Kepler-860,0.058,,,Gaia DR3 2080406364902715776
Kepler-860 b,Kepler-860,0.059,,,Gaia DR3 2080406364902715776
Kepler-860 b,Kepler-860,0.058,,,Gaia DR3 2080406364902715776
Kepler-860 b,Kepler-860,0.058,,,Gaia DR3 2080406364902715776
Kepler-860 b,Kepler-860,0.058,,,Gaia DR3 2080406364902715776
TOI-2977 b,TOI-2977,0.03386,0.00067,-0.0005,Gaia DR3 5305241494923209856
TOI-2981 b,TOI-2981,0.048,0.002,-0.002,Gaia DR3 5458258092906639232
Kepler-859 b,Kepler-859,0.1343,,,Gaia DR3 2105604800586437760
Kepler-859 b,Kepler-859,0.1345,,,Gaia DR3 2105604800586437760
Kepler-859 b,Kepler-859,0.135,,,Gaia DR3 2105604800586437760
Kepler-859 b,Kepler-859,0.1343,,,Gaia DR3 2105604800586437760
Kepler-859 b,Kepler-859,0.1343,,,Gaia DR3 2105604800586437760
Kepler-859 b,Kepler-859,0.13157,0.00141,-0.00141,Gaia DR3 2105604800586437760
TOI-2986 b,TOI-2986,0.04489,0.00096,-0.00088,Gaia DR3 3764588660860363264
TOI-2989 b,TOI-2989,0.0384,0.0003,-0.0003,Gaia DR3 3531594209836279168
TOI-2992 b,TOI-2992,0.0434,0.0009,-0.0013,Gaia DR3 5450366519997969536
Kepler-858 b,Kepler-858,0.3403,,,Gaia DR3 2133344791759137152
Kepler-858 b,Kepler-858,0.342,,,Gaia DR3 2133344791759137152
Kepler-858 b,Kepler-858,0.3355,,,Gaia DR3 2133344791759137152
Kepler-858 b,Kepler-858,0.33939,0.00391,-0.00391,Gaia DR3 2133344791759137152
Kepler-858 b,Kepler-858,0.3355,,,Gaia DR3 2133344791759137152
Kepler-858 b,Kepler-858,0.3355,,,Gaia DR3 2133344791759137152
TOI-3023 b,TOI-3023,0.0505,0.0015,-0.0009,Gaia DR3 5227928170880093568
Kepler-1752 b,Kepler-1752,0.2698,,,Gaia DR3 2136207095405014912
Kepler-1752 b,Kepler-1752,0.2698,,,Gaia DR3 2136207095405014912
Kepler-1752 b,Kepler-1752,0.2698,,,Gaia DR3 2136207095405014912
Kepler-1752 b,Kepler-1752,0.2698,,,Gaia DR3 2136207095405014912
Kepler-1752 b,Kepler-1752,0.273,,,Gaia DR3 2136207095405014912
Kepler-1669 c,Kepler-1669,0.0223,,,Gaia DR3 2073652546016392448
Kepler-1669 c,Kepler-1669,0.022,,,Gaia DR3 2073652546016392448
Kepler-1669 c,Kepler-1669,0.0228,,,Gaia DR3 2073652546016392448
Kepler-1669 c,Kepler-1669,0.0223,,,Gaia DR3 2073652546016392448
Kepler-1669 c,Kepler-1669,0.0223,,,Gaia DR3 2073652546016392448
Kepler-419 b,Kepler-419,0.371,,,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.3608,,,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.3704,0.0064,-0.0068,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.37348,0.00231,-0.00231,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.37,0.007,-0.006,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.3608,,,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.363,,,Gaia DR3 2135604425595213440
Kepler-419 b,Kepler-419,0.3608,,,Gaia DR3 2135604425595213440
Kepler-857 b,Kepler-857,0.3629,,,Gaia DR3 2078176589682140160
Kepler-857 b,Kepler-857,0.371,,,Gaia DR3 2078176589682140160
Kepler-857 b,Kepler-857,0.3629,,,Gaia DR3 2078176589682140160
Kepler-857 b,Kepler-857,0.3751,,,Gaia DR3 2078176589682140160
Kepler-857 b,Kepler-857,0.3629,,,Gaia DR3 2078176589682140160
TOI-3071 b,TOI-3071,0.0249,0.0001,-0.0001,Gaia DR3 5342880462319699200
Kepler-1668 b,Kepler-1668,0.124,,,Gaia DR3 2080249100380387712
Kepler-1668 b,Kepler-1668,0.122,,,Gaia DR3 2080249100380387712
Kepler-1668 b,Kepler-1668,0.124,,,Gaia DR3 2080249100380387712
Kepler-1668 b,Kepler-1668,0.124,,,Gaia DR3 2080249100380387712
Kepler-1668 b,Kepler-1668,0.124,,,Gaia DR3 2080249100380387712
TOI-3135 b,TOI-3135,0.04756,0.00063,-0.00073,Gaia DR3 5847114914267582848
TOI-3160 A b,TOI-3160 A,0.0505,0.0012,-0.0012,Gaia DR3 6225252356194921728
Kepler-94 b,Kepler-94,0.0311,,,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.0311,,,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.034,,,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.03377,0.00024,-0.00024,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.0311,,,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.03106,0.00129,-0.00129,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.034,,,Gaia DR3 2119602202081351168
Kepler-94 b,Kepler-94,0.0337456161,,,Gaia DR3 2119602202081351168
Kepler-856 b,Kepler-856,0.0787,,,Gaia DR3 2127698215436676864
Kepler-856 b,Kepler-856,0.0787,,,Gaia DR3 2127698215436676864
Kepler-856 b,Kepler-856,0.078,,,Gaia DR3 2127698215436676864
Kepler-856 b,Kepler-856,0.0787,,,Gaia DR3 2127698215436676864
Kepler-856 b,Kepler-856,0.0787,,,Gaia DR3 2127698215436676864
NGTS-27 b,NGTS-27,0.0446,0.0026,-0.0036,Gaia DR3 6171451912217279872
Kepler-855 b,Kepler-855,0.0762,,,Gaia DR3 2078088005976092416
Kepler-855 b,Kepler-855,0.0762,,,Gaia DR3 2078088005976092416
Kepler-855 b,Kepler-855,0.0762,,,Gaia DR3 2078088005976092416
Kepler-855 b,Kepler-855,0.08,,,Gaia DR3 2078088005976092416
Kepler-855 b,Kepler-855,0.0762,,,Gaia DR3 2078088005976092416
TOI-3235 b,TOI-3235,0.02709,0.00046,-0.00046,Gaia DR3 6107144260251920000
TOI-3261 b,TOI-3261,0.01714,0.00013,-0.0002,Gaia DR3 4640654168385886592
Kepler-125 b,Kepler-125,0.0413,,,Gaia DR3 2086439488284337536
Kepler-125 b,Kepler-125,0.041,,,Gaia DR3 2086439488284337536
Kepler-125 b,Kepler-125,0.0413,,,Gaia DR3 2086439488284337536
Kepler-125 b,Kepler-125,0.0413,,,Gaia DR3 2086439488284337536
Kepler-125 b,Kepler-125,0.041,,,Gaia DR3 2086439488284337536
Kepler-125 b,Kepler-125,0.0411,,,Gaia DR3 2086439488284337536
Kepler-125 b,Kepler-125,0.04124,0.00151,-0.00151,Gaia DR3 2086439488284337536
TOI-3288 b,TOI-3288,0.0215,0.0001,-0.0001,Gaia DR3 6685431748042347776
TOI-3321 b,TOI-3321,0.047,0.0012,-0.001,Gaia DR3 5909085279371278336
TOI-3331 A b,TOI-3331 A,0.03144,0.00048,-0.00055,Gaia DR3 4042548116644168832
TOI-3353.01,TOI-3353,0.060118218,,,Gaia DR3 5212899427468919296
TOI-3364 b,TOI-3364,0.0675,0.0011,-0.0016,Gaia DR3 5409268527708808320
TOI-3464 b,TOI-3464,0.0515,0.0012,-0.0013,Gaia DR3 5989042791436795648
TOI-3474 b,TOI-3474,0.0502,0.001,-0.001,Gaia DR3 5986650013613194624
Kepler-890 b,Kepler-890,0.2948,,,Gaia DR3 2103062523544455296
Kepler-890 b,Kepler-890,0.2948,,,Gaia DR3 2103062523544455296
Kepler-890 b,Kepler-890,0.2948,,,Gaia DR3 2103062523544455296
Kepler-890 b,Kepler-890,0.2944,,,Gaia DR3 2103062523544455296
Kepler-890 b,Kepler-890,0.282,,,Gaia DR3 2103062523544455296
TOI-3486 b,TOI-3486,0.03138,0.00046,-0.00043,Gaia DR3 5927041953543630592
TOI-3523 A b,TOI-3523 A,0.03559,0.00076,-0.00084,Gaia DR3 2080811118319262080
Kepler-304 b,Kepler-304,0.038,,,Gaia DR3 2076565805151925760
Kepler-304 b,Kepler-304,0.039,,,Gaia DR3 2076565805151925760
Kepler-304 b,Kepler-304,0.0392,,,Gaia DR3 2076565805151925760
Kepler-304 b,Kepler-304,0.0407,,,Gaia DR3 2076565805151925760
Kepler-304 b,Kepler-304,0.0407,,,Gaia DR3 2076565805151925760
Kepler-304 b,Kepler-304,0.0407,,,Gaia DR3 2076565805151925760
Kepler-304 b,Kepler-304,0.03917,0.00016,-0.00016,Gaia DR3 2076565805151925760
TOI-3540 A b,TOI-3540 A,0.04289,0.00092,-0.00093,Gaia DR3 1896138833241139584
TOI-3568 b,TOI-3568,0.0485,0.0004,-0.0004,Gaia DR3 1950477552581609984
Kepler-305 b,Kepler-305,0.0557,,,Gaia DR3 2073547954981763328
Kepler-305 b,Kepler-305,0.05746,0.00052,-0.00052,Gaia DR3 2073547954981763328
Kepler-305 b,Kepler-305,0.0557,,,Gaia DR3 2073547954981763328
Kepler-305 b,Kepler-305,0.0557,,,Gaia DR3 2073547954981763328
Kepler-305 b,Kepler-305,0.059,,,Gaia DR3 2073547954981763328
Kepler-305 b,Kepler-305,0.0571,,,Gaia DR3 2073547954981763328
TOI-3593 b,TOI-3593,0.0481,0.00058,-0.0007,Gaia DR3 1900293230549817856
Kepler-891 b,Kepler-891,0.2881,,,Gaia DR3 2101493898411455360
Kepler-891 b,Kepler-891,0.2881,,,Gaia DR3 2101493898411455360
Kepler-891 b,Kepler-891,0.2881,,,Gaia DR3 2101493898411455360
Kepler-891 b,Kepler-891,0.276,,,Gaia DR3 2101493898411455360
Kepler-891 b,Kepler-891,0.2881,,,Gaia DR3 2101493898411455360
Kepler-306 c,Kepler-306,0.0672,,,Gaia DR3 2102067396802935680
Kepler-306 c,Kepler-306,0.07,,,Gaia DR3 2102067396802935680
Kepler-306 c,Kepler-306,0.07,,,Gaia DR3 2102067396802935680
Kepler-306 c,Kepler-306,0.067,,,Gaia DR3 2102067396802935680
Kepler-306 c,Kepler-306,0.07,,,Gaia DR3 2102067396802935680
Kepler-306 c,Kepler-306,0.06659,0.00063,-0.00063,Gaia DR3 2102067396802935680
Kepler-306 c,Kepler-306,0.072,,,Gaia DR3 2102067396802935680
Kepler-892 b,Kepler-892,0.1014,,,Gaia DR3 2105327723655307648
Kepler-892 b,Kepler-892,0.1014,,,Gaia DR3 2105327723655307648
Kepler-892 b,Kepler-892,0.099,,,Gaia DR3 2105327723655307648
Kepler-892 b,Kepler-892,0.1015,,,Gaia DR3 2105327723655307648
Kepler-892 b,Kepler-892,0.1014,,,Gaia DR3 2105327723655307648
Kepler-893 b,Kepler-893,0.0699,,,Gaia DR3 2105847174181385600
Kepler-893 b,Kepler-893,0.0699,,,Gaia DR3 2105847174181385600
Kepler-893 b,Kepler-893,0.0699,,,Gaia DR3 2105847174181385600
Kepler-893 b,Kepler-893,0.0699,,,Gaia DR3 2105847174181385600
Kepler-893 b,Kepler-893,0.069,,,Gaia DR3 2105847174181385600
TOI-3682 b,TOI-3682,0.048,0.0006,-0.0015,Gaia DR3 117190351631297152
Kepler-17 b,Kepler-17,0.02591,0.00037,-0.00036,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.0268,0.00046,-0.00048,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.02605,0.00041,-0.00134,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.0257,,,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.0257,,,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.0257,,,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.0257,,,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.02613,0.00019,-0.00019,Gaia DR3 2086449761846310784
Kepler-17 b,Kepler-17,0.026,,,Gaia DR3 2086449761846310784
Kepler-894 b,Kepler-894,0.0916,,,Gaia DR3 2130777191591084032
Kepler-894 b,Kepler-894,0.0916,,,Gaia DR3 2130777191591084032
Kepler-894 b,Kepler-894,0.0916,,,Gaia DR3 2130777191591084032
Kepler-894 b,Kepler-894,0.092,,,Gaia DR3 2130777191591084032
Kepler-894 b,Kepler-894,0.0916,,,Gaia DR3 2130777191591084032
TOI-3688 A b,TOI-3688 A,0.0456,0.00089,-0.00098,Gaia DR3 454187981188647168
TOI-3693 b,TOI-3693,0.0813,0.0011,-0.0012,Gaia DR3 404433018447476096
Kepler-1755 b,Kepler-1755,0.1668,,,Gaia DR3 2073715630497465856
Kepler-1755 b,Kepler-1755,0.17,,,Gaia DR3 2073715630497465856
Kepler-1755 b,Kepler-1755,0.1668,,,Gaia DR3 2073715630497465856
Kepler-1755 b,Kepler-1755,0.1668,,,Gaia DR3 2073715630497465856
Kepler-1755 b,Kepler-1755,0.1668,,,Gaia DR3 2073715630497465856
Kepler-87 b,Kepler-87,0.455,,,Gaia DR3 2086306584816171392
Kepler-87 b,Kepler-87,0.4589,,,Gaia DR3 2086306584816171392
Kepler-87 b,Kepler-87,0.4572,,,Gaia DR3 2086306584816171392
Kepler-87 b,Kepler-87,0.481,0.026,-0.028,Gaia DR3 2086306584816171392
Kepler-87 b,Kepler-87,0.4589,,,Gaia DR3 2086306584816171392
Kepler-87 b,Kepler-87,0.4589,,,Gaia DR3 2086306584816171392
Kepler-307 b,Kepler-307,0.0917,,,Gaia DR3 2073691303802278784
Kepler-307 b,Kepler-307,0.09359,0.00063,-0.00063,Gaia DR3 2073691303802278784
Kepler-307 b,Kepler-307,0.0928,,,Gaia DR3 2073691303802278784
Kepler-307 b,Kepler-307,0.089,,,Gaia DR3 2073691303802278784
Kepler-307 b,Kepler-307,0.0928,,,Gaia DR3 2073691303802278784
Kepler-307 b,Kepler-307,0.0928,,,Gaia DR3 2073691303802278784
Kepler-895 b,Kepler-895,0.0328,,,Gaia DR3 2133259510888931456
Kepler-895 b,Kepler-895,0.033,,,Gaia DR3 2133259510888931456
Kepler-895 b,Kepler-895,0.0319,,,Gaia DR3 2133259510888931456
Kepler-895 b,Kepler-895,0.0319,,,Gaia DR3 2133259510888931456
Kepler-895 b,Kepler-895,0.0319,,,Gaia DR3 2133259510888931456
TOI-3757 b,TOI-3757,0.03845,0.00043,-0.00043,Gaia DR3 996878131494639488
Kepler-896 c,Kepler-896,0.1791,,,Gaia DR3 2105221139747765504
Kepler-896 c,Kepler-896,0.1791,,,Gaia DR3 2105221139747765504
Kepler-896 c,Kepler-896,0.1791,,,Gaia DR3 2105221139747765504
Kepler-896 c,Kepler-896,0.19563,0.00301,-0.00301,Gaia DR3 2105221139747765504
Kepler-896 c,Kepler-896,0.18,,,Gaia DR3 2105221139747765504
Kepler-896 c,Kepler-896,0.1792,,,Gaia DR3 2105221139747765504
TOI-3785 b,TOI-3785,0.043,0.001,-0.001,Gaia DR3 1044013542142711296
Kepler-107 e,Kepler-107,0.1227,,,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.123,,,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.1227,,,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.12566,0.00084,-0.00084,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.12639,0.00099,-0.00099,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.1227,,,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.1221,,,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.125,,,Gaia DR3 2086625752425381632
Kepler-107 e,Kepler-107,0.12638,0.00099,-0.00099,Gaia DR3 2086625752425381632
WASP-194 b,WASP-194,0.047,0.003,-0.003,Gaia DR3 2139082524468869248
Kepler-897 b,Kepler-897,0.077,,,Gaia DR3 2139225048663855872
Kepler-897 b,Kepler-897,0.077,,,Gaia DR3 2139225048663855872
Kepler-897 b,Kepler-897,0.077,,,Gaia DR3 2139225048663855872
Kepler-897 b,Kepler-897,0.077,,,Gaia DR3 2139225048663855872
Kepler-897 b,Kepler-897,0.078,,,Gaia DR3 2139225048663855872
TOI-3807 b,TOI-3807,0.0421,0.0007,-0.0011,Gaia DR3 1117620107545810944
Kepler-898 b,Kepler-898,0.0534,,,Gaia DR3 2130552994298492288
Kepler-898 b,Kepler-898,0.0545,,,Gaia DR3 2130552994298492288
Kepler-898 b,Kepler-898,0.0534,,,Gaia DR3 2130552994298492288
Kepler-898 b,Kepler-898,0.0534,,,Gaia DR3 2130552994298492288
Kepler-898 b,Kepler-898,0.053,,,Gaia DR3 2130552994298492288
TOI-3819 b,TOI-3819,0.04611,0.00069,-0.00096,Gaia DR3 876608292608416512
Kepler-899 b,Kepler-899,0.1392,,,Gaia DR3 2073746932220288256
Kepler-899 b,Kepler-899,0.139,,,Gaia DR3 2073746932220288256
Kepler-899 b,Kepler-899,0.1392,,,Gaia DR3 2073746932220288256
Kepler-899 b,Kepler-899,0.1392,,,Gaia DR3 2073746932220288256
Kepler-899 b,Kepler-899,0.1392,,,Gaia DR3 2073746932220288256
Kepler-900 b,Kepler-900,0.0679,,,Gaia DR3 2080548957816447872
Kepler-900 b,Kepler-900,0.064,,,Gaia DR3 2080548957816447872
Kepler-900 b,Kepler-900,0.0679,,,Gaia DR3 2080548957816447872
Kepler-900 b,Kepler-900,0.0679,,,Gaia DR3 2080548957816447872
Kepler-900 b,Kepler-900,0.0679,,,Gaia DR3 2080548957816447872
TOI-3837 b,TOI-3837,0.099,0.006,-0.005,Gaia DR3 726500525642401536
Kepler-901 b,Kepler-901,0.0366,,,Gaia DR3 2101525749889208576
Kepler-901 b,Kepler-901,0.038,,,Gaia DR3 2101525749889208576
Kepler-901 b,Kepler-901,0.0366,,,Gaia DR3 2101525749889208576
Kepler-901 b,Kepler-901,0.0366,,,Gaia DR3 2101525749889208576
Kepler-901 b,Kepler-901,0.0378,,,Gaia DR3 2101525749889208576
TOI-3856 b,TOI-3856,0.0325,0.00044,-0.00049,Gaia DR3 647864446160474624
Kepler-84 b,Kepler-84,0.0831,,,Gaia DR3 2073776859551124992
Kepler-84 b,Kepler-84,0.0827,,,Gaia DR3 2073776859551124992
Kepler-84 b,Kepler-84,0.0831,,,Gaia DR3 2073776859551124992
Kepler-84 b,Kepler-84,0.083,,,Gaia DR3 2073776859551124992
Kepler-84 b,Kepler-84,0.0831,,,Gaia DR3 2073776859551124992
TOI-3877 b,TOI-3877,0.0529,0.001,-0.0014,Gaia DR3 759209995840837248
Kepler-1757 b,Kepler-1757,0.1331,,,Gaia DR3 2086312941367921408
Kepler-1757 b,Kepler-1757,0.1335,,,Gaia DR3 2086312941367921408
Kepler-1757 b,Kepler-1757,0.1331,,,Gaia DR3 2086312941367921408
Kepler-1757 b,Kepler-1757,0.135,,,Gaia DR3 2086312941367921408
Kepler-1757 b,Kepler-1757,0.1331,,,Gaia DR3 2086312941367921408
TOI-3884 b,TOI-3884,0.0361,0.0008,-0.0008,Gaia DR3 3919169687804622336
TOI-3884 b,TOI-3884,0.0354,0.0014,-0.0014,Gaia DR3 3919169687804622336
TOI-3894 b,TOI-3894,0.0543,0.0014,-0.0012,Gaia DR3 1562935820172427392
TOI-3894 b,TOI-3894,0.05539,0.00079,-0.0006,Gaia DR3 1562935820172427392
TOI-3894 b,TOI-3894,0.05354,0.00061,-0.00085,Gaia DR3 1562935820172427392
Kepler-308 b,Kepler-308,0.089,,,Gaia DR3 2076400156855612416
Kepler-308 b,Kepler-308,0.089,,,Gaia DR3 2076400156855612416
Kepler-308 b,Kepler-308,0.089,,,Gaia DR3 2076400156855612416
Kepler-308 b,Kepler-308,0.089,,,Gaia DR3 2076400156855612416
Kepler-308 b,Kepler-308,0.09,,,Gaia DR3 2076400156855612416
Kepler-308 b,Kepler-308,0.089,,,Gaia DR3 2076400156855612416
TOI-3912 b,TOI-3912,0.0463,0.0012,-0.001,Gaia DR3 1255520718461480960
TOI-3919 b,TOI-3919,0.0795,0.0014,-0.0016,Gaia DR3 1497132660589966976
Kepler-902 b,Kepler-902,0.2281,,,Gaia DR3 2127832768171557632
Kepler-902 b,Kepler-902,0.231,,,Gaia DR3 2127832768171557632
Kepler-902 b,Kepler-902,0.223,,,Gaia DR3 2127832768171557632
Kepler-902 b,Kepler-902,0.2281,,,Gaia DR3 2127832768171557632
Kepler-902 b,Kepler-902,0.2281,,,Gaia DR3 2127832768171557632
Kepler-309 b,Kepler-309,0.059,,,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.0512,,,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.0512,,,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.0515,,,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.056,,,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.0599,0.00041,-0.00041,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.0512,,,Gaia DR3 2086315415269037696
Kepler-309 b,Kepler-309,0.05132,0.00227,-0.00227,Gaia DR3 2086315415269037696
Kepler-310 c,Kepler-310,0.285,,,Gaia DR3 2127798442794047104
Kepler-310 c,Kepler-310,0.2735,0.00351,-0.00351,Gaia DR3 2127798442794047104
Kepler-310 c,Kepler-310,0.2838,,,Gaia DR3 2127798442794047104
Kepler-310 c,Kepler-310,0.2778,,,Gaia DR3 2127798442794047104
Kepler-310 c,Kepler-310,0.2778,,,Gaia DR3 2127798442794047104
Kepler-310 c,Kepler-310,0.281,,,Gaia DR3 2127798442794047104
Kepler-310 c,Kepler-310,0.2778,,,Gaia DR3 2127798442794047104
KOI-1599.01,KOI-1599,0.14728,,,Gaia DR3 2073779161653824640
KOI-1599.01,KOI-1599,0.1473,,,Gaia DR3 2073779161653824640
KOI-1599.01,KOI-1599,0.1473,,,Gaia DR3 2073779161653824640
KOI-1599.01,KOI-1599,0.1473,,,Gaia DR3 2073779161653824640
KOI-1599.01,KOI-1599,0.143,,,Gaia DR3 2073779161653824640
KOI-1599.01,KOI-1599,0.1473,,,Gaia DR3 2073779161653824640
TOI-3976 A b,TOI-3976 A,0.0743,0.0013,-0.0014,Gaia DR3 1585783740516554624
TOI-3980 b,TOI-3980,0.0494,0.001,-0.0018,Gaia DR3 426758571995216768
Kepler-903 b,Kepler-903,0.09081,0.00068,-0.00068,Gaia DR3 2101340791416961664
Kepler-903 b,Kepler-903,0.0907,,,Gaia DR3 2101340791416961664
Kepler-903 b,Kepler-903,0.0912,,,Gaia DR3 2101340791416961664
Kepler-903 b,Kepler-903,0.0912,,,Gaia DR3 2101340791416961664
Kepler-903 b,Kepler-903,0.0912,,,Gaia DR3 2101340791416961664
Kepler-903 b,Kepler-903,0.092,,,Gaia DR3 2101340791416961664
TOI-3984 A b,TOI-3984 A,0.041,0.002,-0.001,Gaia DR3 1291955578869575552
Kepler-1758 b,Kepler-1758,0.09,,,Gaia DR3 2073662166743600896
Kepler-1758 b,Kepler-1758,0.089,,,Gaia DR3 2073662166743600896
Kepler-1758 b,Kepler-1758,0.089,,,Gaia DR3 2073662166743600896
Kepler-1758 b,Kepler-1758,0.0919,,,Gaia DR3 2073662166743600896
Kepler-1758 b,Kepler-1758,0.089,,,Gaia DR3 2073662166743600896
Kepler-904 b,Kepler-904,0.0417,,,Gaia DR3 2101298357139960576
Kepler-904 b,Kepler-904,0.042,,,Gaia DR3 2101298357139960576
Kepler-904 b,Kepler-904,0.0417,,,Gaia DR3 2101298357139960576
Kepler-904 b,Kepler-904,0.0417,,,Gaia DR3 2101298357139960576
Kepler-904 b,Kepler-904,0.0417,,,Gaia DR3 2101298357139960576
TOI-4010 c,TOI-4010,0.058,0.001,-0.001,Gaia DR3 525352325110310400
TOI-4010 d,TOI-4010,0.113,0.001,-0.001,Gaia DR3 525352325110310400
TOI-4010 b,TOI-4010,0.0229,0.0002,-0.0002,Gaia DR3 525352325110310400
Kepler-905 b,Kepler-905,0.05689,0.00046,-0.00046,Gaia DR3 2127811705651952000
Kepler-905 b,Kepler-905,0.0581,,,Gaia DR3 2127811705651952000
Kepler-905 b,Kepler-905,0.0581,,,Gaia DR3 2127811705651952000
Kepler-905 b,Kepler-905,0.0572,,,Gaia DR3 2127811705651952000
Kepler-905 b,Kepler-905,0.058,,,Gaia DR3 2127811705651952000
Kepler-905 b,Kepler-905,0.0581,,,Gaia DR3 2127811705651952000
Kepler-311 b,Kepler-311,0.085,,,Gaia DR3 2119534646538533888
Kepler-311 b,Kepler-311,0.085,,,Gaia DR3 2119534646538533888
Kepler-311 b,Kepler-311,0.087,,,Gaia DR3 2119534646538533888
Kepler-311 b,Kepler-311,0.085,,,Gaia DR3 2119534646538533888
Kepler-311 b,Kepler-311,0.085,,,Gaia DR3 2119534646538533888
Kepler-311 b,Kepler-311,0.089,,,Gaia DR3 2119534646538533888
Kepler-311 b,Kepler-311,0.08566,0.00088,-0.00088,Gaia DR3 2119534646538533888
WASP-195 b,WASP-195,0.063,0.003,-0.003,Gaia DR3 1411707818360668416
Kepler-906 b,Kepler-906,0.245,,,Gaia DR3 2053438127812903296
Kepler-906 b,Kepler-906,0.2279,,,Gaia DR3 2053438127812903296
Kepler-906 b,Kepler-906,0.22363,0.00228,-0.00228,Gaia DR3 2053438127812903296
Kepler-906 b,Kepler-906,0.2279,,,Gaia DR3 2053438127812903296
Kepler-906 b,Kepler-906,0.2359,,,Gaia DR3 2053438127812903296
Kepler-906 b,Kepler-906,0.2279,,,Gaia DR3 2053438127812903296
Kepler-275 b,Kepler-275,0.0951,,,Gaia DR3 2051950454223150720
Kepler-275 b,Kepler-275,0.098,,,Gaia DR3 2051950454223150720
Kepler-275 b,Kepler-275,0.1022,,,Gaia DR3 2051950454223150720
Kepler-275 b,Kepler-275,0.1022,,,Gaia DR3 2051950454223150720
Kepler-275 b,Kepler-275,0.098,,,Gaia DR3 2051950454223150720
Kepler-275 b,Kepler-275,0.1022,,,Gaia DR3 2051950454223150720
Kepler-275 b,Kepler-275,0.09819,0.001,-0.001,Gaia DR3 2051950454223150720
TOI-4087 b,TOI-4087,0.04469,0.00048,-0.00054,Gaia DR3 1725490333641502976
Kepler-424 b,Kepler-424,0.04365,0.00077,-0.00081,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.0419,,,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.041,,,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.044,0.005,-0.004,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.0437,,,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.0419,,,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.0419,,,Gaia DR3 2086877265710250496
Kepler-424 b,Kepler-424,0.04398,0.00047,-0.00047,Gaia DR3 2086877265710250496
Kepler-276 b,Kepler-276,0.1181,,,Gaia DR3 2052304325169514880
Kepler-276 b,Kepler-276,0.1159,,,Gaia DR3 2052304325169514880
Kepler-276 b,Kepler-276,0.1181,,,Gaia DR3 2052304325169514880
Kepler-276 b,Kepler-276,0.10816,0.00134,-0.00134,Gaia DR3 2052304325169514880
